Step 0 | loss:2.238386869430542 lr:0.0 gpu_resources:16631460352
Step 0 | peak_memory_active:16.975540736 peak_memory_alloc:16.975540736 peak_memory_reserved:19.49302784
Step 0 | loss:1.7260491847991943 lr:0.0 gpu_resources:16825224192
Step 0 | peak_memory_active:17.349010432 peak_memory_alloc:17.349010432 peak_memory_reserved:19.49302784
Step 0 | loss:2.0020596981048584 lr:0.0 gpu_resources:16787344384
Step 0 | peak_memory_active:17.277795328 peak_memory_alloc:17.277795328 peak_memory_reserved:19.49302784
Step 0 | loss:2.110078811645508 lr:0.0 gpu_resources:16716290048
Step 0 | peak_memory_active:17.145178112 peak_memory_alloc:17.145178112 peak_memory_reserved:19.49302784
Step 0 | loss:2.050518035888672 lr:0.0 gpu_resources:16785046528
Step 0 | peak_memory_active:17.273445376 peak_memory_alloc:17.273445376 peak_memory_reserved:19.49302784
Step 0 | loss:2.234553575515747 lr:0.0 gpu_resources:16785046528
Step 0 | peak_memory_active:17.273445376 peak_memory_alloc:17.273445376 peak_memory_reserved:19.49302784
Step 0 | loss:2.314297914505005 lr:0.0 gpu_resources:16686417920
Step 0 | peak_memory_active:17.088628736 peak_memory_alloc:17.088628736 peak_memory_reserved:19.49302784
Step 0 | loss:2.1889030933380127 lr:0.0 gpu_resources:16732686336
Step 0 | peak_memory_active:17.175939072 peak_memory_alloc:17.175939072 peak_memory_reserved:19.49302784
Step 0 | loss:2.294780731201172 lr:0.0 gpu_resources:16794516480
Step 0 | peak_memory_active:17.291123712 peak_memory_alloc:17.291123712 peak_memory_reserved:19.49302784
Step 0 | loss:2.4221229553222656 lr:0.0 gpu_resources:16694097920
Step 0 | peak_memory_active:17.102465024 peak_memory_alloc:17.102465024 peak_memory_reserved:19.49302784
Step 0 | loss:1.9644970893859863 lr:0.0 gpu_resources:16825224192
Step 0 | peak_memory_active:17.349010432 peak_memory_alloc:17.349010432 peak_memory_reserved:19.49302784
Step 0 | loss:1.9977047443389893 lr:0.0 gpu_resources:16700794880
Step 0 | peak_memory_active:17.115318272 peak_memory_alloc:17.115318272 peak_memory_reserved:19.49302784
Step 0 | loss:1.889967918395996 lr:0.0 gpu_resources:16818002944
Step 0 | peak_memory_active:17.335131136 peak_memory_alloc:17.335131136 peak_memory_reserved:19.49302784
Step 0 | loss:2.536306858062744 lr:0.0 gpu_resources:16718727168
Step 0 | peak_memory_active:17.149667328 peak_memory_alloc:17.149667328 peak_memory_reserved:19.49302784
Step 0 | loss:1.722204327583313 lr:0.0 gpu_resources:16825224192
Step 0 | peak_memory_active:17.349010432 peak_memory_alloc:17.349010432 peak_memory_reserved:19.49302784
Step 0 | loss:1.9993131160736084 lr:0.0 gpu_resources:16798833664
Step 0 | peak_memory_active:17.299545088 peak_memory_alloc:17.299545088 peak_memory_reserved:19.49302784
Step 0 | loss:2.4153523445129395 lr:0.0 gpu_resources:16593388032
Step 0 | peak_memory_active:16.934035968 peak_memory_alloc:16.934035968 peak_memory_reserved:19.49302784
Step 0 | loss:2.033008337020874 lr:0.0 gpu_resources:16825224192
Step 0 | peak_memory_active:17.349010432 peak_memory_alloc:17.349010432 peak_memory_reserved:19.49302784
Step 0 | loss:2.2281744480133057 lr:0.0 gpu_resources:16698824704
Step 0 | peak_memory_active:17.111296 peak_memory_alloc:17.111296 peak_memory_reserved:19.49302784
Step 0 | loss:1.946717619895935 lr:0.0 gpu_resources:16825224192
Step 0 | peak_memory_active:17.349010432 peak_memory_alloc:17.349010432 peak_memory_reserved:19.49302784
Step 0 | loss:1.9090503454208374 lr:0.0 gpu_resources:16822004736
Step 0 | peak_memory_active:17.34323712 peak_memory_alloc:17.34323712 peak_memory_reserved:19.49302784
Step 0 | loss:1.857041835784912 lr:0.0 gpu_resources:16825224192
Step 0 | peak_memory_active:17.349010432 peak_memory_alloc:17.349010432 peak_memory_reserved:19.49302784
Step 0 | loss:2.9151971340179443 lr:0.0 gpu_resources:16559099392
Step 0 | peak_memory_active:16.87307008 peak_memory_alloc:16.87307008 peak_memory_reserved:19.49302784
Step 0 | loss:2.9487643241882324 lr:0.0 gpu_resources:16540970496
Step 0 | peak_memory_active:16.840576512 peak_memory_alloc:16.840576512 peak_memory_reserved:19.49302784
Step 0 | loss:1.8435567617416382 lr:0.0 gpu_resources:16825224192
Step 0 | peak_memory_active:17.349010432 peak_memory_alloc:17.349010432 peak_memory_reserved:19.49302784
Step 0 | loss:1.827117919921875 lr:0.0 gpu_resources:16737380352
Step 0 | peak_memory_active:17.18473728 peak_memory_alloc:17.18473728 peak_memory_reserved:19.49302784
Step 0 | loss:2.260349750518799 lr:0.0 gpu_resources:16739727360
Step 0 | peak_memory_active:17.189136384 peak_memory_alloc:17.189136384 peak_memory_reserved:19.49302784
Step 0 | loss:3.4681460857391357 lr:0.0 gpu_resources:16431409152
Step 0 | peak_memory_active:16.634566656 peak_memory_alloc:16.634566656 peak_memory_reserved:19.49302784
Step 0 | loss:2.441058397293091 lr:0.0 gpu_resources:16696231936
Step 0 | peak_memory_active:17.106651136 peak_memory_alloc:17.106651136 peak_memory_reserved:19.49302784
Step 0 | loss:2.22495174407959 lr:0.0 gpu_resources:16825224192
Step 0 | peak_memory_active:17.349010432 peak_memory_alloc:17.349010432 peak_memory_reserved:19.49302784
Step 0 | loss:2.0123205184936523 lr:0.0 gpu_resources:16782748672
Step 0 | peak_memory_active:17.269095424 peak_memory_alloc:17.269095424 peak_memory_reserved:19.49302784
Step 0 | loss:1.8107056617736816 lr:0.0 gpu_resources:16825224192
Step 0 | peak_memory_active:17.349010432 peak_memory_alloc:17.349010432 peak_memory_reserved:19.49302784
Step 0 | loss:2.5208263397216797 lr:0.0 gpu_resources:16746059776
Step 0 | peak_memory_active:17.199572992 peak_memory_alloc:17.199572992 peak_memory_reserved:19.49302784
Step 0 | loss:1.702962875366211 lr:0.0 gpu_resources:16825224192
Step 0 | peak_memory_active:17.349010432 peak_memory_alloc:17.349010432 peak_memory_reserved:19.49302784
Step 0 | loss:1.8737925291061401 lr:0.0 gpu_resources:16737380352
Step 0 | peak_memory_active:17.18473728 peak_memory_alloc:17.18473728 peak_memory_reserved:19.49302784
Step 0 | loss:2.1681578159332275 lr:0.0 gpu_resources:16681822208
Step 0 | peak_memory_active:17.079928832 peak_memory_alloc:17.079928832 peak_memory_reserved:19.49302784
Step 0 | loss:2.0834856033325195 lr:0.0 gpu_resources:16825224192
Step 0 | peak_memory_active:17.349010432 peak_memory_alloc:17.349010432 peak_memory_reserved:19.49302784
Step 0 | loss:2.078054189682007 lr:0.0 gpu_resources:16756321280
Step 1 | loss:2.7355732917785645 lr:2.9999999999999997e-06 gpu_resources:16731043840
Step 1 | loss:2.3266851902008057 lr:2.9999999999999997e-06 gpu_resources:16700049408
Step 1 | loss:2.25223708152771 lr:2.9999999999999997e-06 gpu_resources:16663204352
Step 1 | loss:1.6770820617675781 lr:2.9999999999999997e-06 gpu_resources:16838855680
Step 1 | loss:1.932726263999939 lr:2.9999999999999997e-06 gpu_resources:16838855680
Step 1 | loss:2.527531623840332 lr:2.9999999999999997e-06 gpu_resources:16570400256
Step 1 | loss:1.7179099321365356 lr:2.9999999999999997e-06 gpu_resources:16778767360
Step 1 | loss:1.5504382848739624 lr:2.9999999999999997e-06 gpu_resources:16839842816
Step 1 | loss:1.8237148523330688 lr:2.9999999999999997e-06 gpu_resources:16838855680
Step 1 | loss:2.6668331623077393 lr:2.9999999999999997e-06 gpu_resources:16632599040
Step 1 | loss:2.6549489498138428 lr:2.9999999999999997e-06 gpu_resources:16666681856
Step 1 | loss:3.153599977493286 lr:2.9999999999999997e-06 gpu_resources:16489838592
Step 1 | loss:2.124575614929199 lr:2.9999999999999997e-06 gpu_resources:16838855680
Step 1 | loss:2.292530059814453 lr:2.9999999999999997e-06 gpu_resources:16776403968
Step 1 | loss:1.7776827812194824 lr:2.9999999999999997e-06 gpu_resources:16838855680
Step 1 | loss:2.018749237060547 lr:2.9999999999999997e-06 gpu_resources:16838855680
Step 1 | loss:2.1276259422302246 lr:2.9999999999999997e-06 gpu_resources:16838855680
Step 1 | loss:2.3476057052612305 lr:2.9999999999999997e-06 gpu_resources:16646070784
Step 1 | loss:2.247790813446045 lr:2.9999999999999997e-06 gpu_resources:16648434176
Step 1 | loss:2.288834810256958 lr:2.9999999999999997e-06 gpu_resources:16732235776
Step 1 | loss:2.8677353858947754 lr:2.9999999999999997e-06 gpu_resources:16503875584
Step 1 | loss:3.5835113525390625 lr:2.9999999999999997e-06 gpu_resources:16449243136
Step 1 | loss:1.9234788417816162 lr:2.9999999999999997e-06 gpu_resources:16831634432
Step 1 | loss:1.9865336418151855 lr:2.9999999999999997e-06 gpu_resources:16838855680
Step 1 | loss:1.8274195194244385 lr:2.9999999999999997e-06 gpu_resources:16838855680
Step 1 | loss:1.8075239658355713 lr:2.9999999999999997e-06 gpu_resources:16838855680
Step 1 | loss:2.2051961421966553 lr:2.9999999999999997e-06 gpu_resources:16796380160
Step 1 | loss:2.4065017700195312 lr:2.9999999999999997e-06 gpu_resources:16652812800
Step 1 | loss:3.194455862045288 lr:2.9999999999999997e-06 gpu_resources:16545508864
Step 1 | loss:1.8481335639953613 lr:2.9999999999999997e-06 gpu_resources:16838855680
Step 1 | loss:2.0423502922058105 lr:2.9999999999999997e-06 gpu_resources:16838855680
Step 1 | loss:2.228788137435913 lr:2.9999999999999997e-06 gpu_resources:16778767360
Step 1 | loss:1.94353449344635 lr:2.9999999999999997e-06 gpu_resources:16789486592
Step 1 | loss:2.0825114250183105 lr:2.9999999999999997e-06 gpu_resources:16838855680
Step 1 | loss:1.5792124271392822 lr:2.9999999999999997e-06 gpu_resources:16823491584
Step 1 | loss:2.4658703804016113 lr:2.9999999999999997e-06 gpu_resources:16623899136
Step 1 | loss:2.4247615337371826 lr:2.9999999999999997e-06 gpu_resources:16660609536
Step 1 | loss:2.0788116455078125 lr:2.9999999999999997e-06 gpu_resources:16746317824
Step 1 | loss:1.959889531135559 lr:2.9999999999999997e-06 gpu_resources:16838855680
Step 1 | loss:1.8228275775909424 lr:2.9999999999999997e-06 gpu_resources:16794082304
Step 1 | loss:2.313147783279419 lr:2.9999999999999997e-06 gpu_resources:16716265472
Step 1 | loss:2.32938289642334 lr:2.9999999999999997e-06 gpu_resources:16798678016
Step 1 | loss:2.092238187789917 lr:2.9999999999999997e-06 gpu_resources:16709863424
Step 1 | loss:2.120150566101074 lr:2.9999999999999997e-06 gpu_resources:16803273728
Step 1 | loss:2.1402029991149902 lr:2.9999999999999997e-06 gpu_resources:16730544128
Step 1 | loss:2.233996868133545 lr:2.9999999999999997e-06 gpu_resources:16688558592
Step 1 | loss:2.2670764923095703 lr:2.9999999999999997e-06 gpu_resources:16627511808
Step 1 | loss:2.036398410797119 lr:2.9999999999999997e-06 gpu_resources:16748783616
Step 1 | loss:1.971484899520874 lr:2.9999999999999997e-06 gpu_resources:16838855680
Step 1 | loss:2.527322769165039 lr:2.9999999999999997e-06 gpu_resources:16786828288
Step 1 | loss:1.7369756698608398 lr:2.9999999999999997e-06 gpu_resources:16838855680
Step 1 | loss:2.019636392593384 lr:2.9999999999999997e-06 gpu_resources:16822098944
Step 1 | loss:2.297159194946289 lr:2.9999999999999997e-06 gpu_resources:16714426368
Step 1 | loss:2.463665246963501 lr:2.9999999999999997e-06 gpu_resources:16700049408
Step 1 | loss:2.2884931564331055 lr:2.9999999999999997e-06 gpu_resources:16695453696
Step 1 | loss:1.9369289875030518 lr:2.9999999999999997e-06 gpu_resources:16746317824
Step 1 | loss:1.7352555990219116 lr:2.9999999999999997e-06 gpu_resources:16838855680
Step 1 | loss:1.9531464576721191 lr:2.9999999999999997e-06 gpu_resources:16650797568
Step 1 | loss:2.3693935871124268 lr:2.9999999999999997e-06 gpu_resources:16559814144
Step 1 | loss:2.2162506580352783 lr:2.9999999999999997e-06 gpu_resources:16623899136
Step 1 | loss:2.9370224475860596 lr:2.9999999999999997e-06 gpu_resources:16519992832
Step 1 | loss:3.0796427726745605 lr:2.9999999999999997e-06 gpu_resources:16514313728
Step 1 | loss:1.9922921657562256 lr:2.9999999999999997e-06 gpu_resources:16838855680
Step 1 | loss:1.8113534450531006 lr:2.9999999999999997e-06 gpu_resources:16838855680
Step 2 | loss:2.0572519302368164 lr:5.999999999999999e-06 gpu_resources:16819078144
Step 2 | loss:2.427736520767212 lr:5.999999999999999e-06 gpu_resources:16653160960
Step 2 | loss:1.761658787727356 lr:5.999999999999999e-06 gpu_resources:16838855680
Step 2 | loss:1.7768646478652954 lr:5.999999999999999e-06 gpu_resources:16838855680
Step 2 | loss:2.1289947032928467 lr:5.999999999999999e-06 gpu_resources:16751011840
Step 2 | loss:2.0833680629730225 lr:5.999999999999999e-06 gpu_resources:16805571584
Step 2 | loss:2.0437653064727783 lr:5.999999999999999e-06 gpu_resources:16838855680
Step 2 | loss:2.62088680267334 lr:5.999999999999999e-06 gpu_resources:16690857472
Step 2 | loss:2.0499303340911865 lr:5.999999999999999e-06 gpu_resources:16789142528
Step 2 | loss:1.970777153968811 lr:5.999999999999999e-06 gpu_resources:16835636224
Step 2 | loss:2.2053704261779785 lr:5.999999999999999e-06 gpu_resources:16666681856
Step 2 | loss:2.531013011932373 lr:5.999999999999999e-06 gpu_resources:16564448768
Step 2 | loss:2.2251484394073486 lr:5.999999999999999e-06 gpu_resources:16705595392
Step 2 | loss:2.884953260421753 lr:5.999999999999999e-06 gpu_resources:16695453696
Step 2 | loss:2.1664159297943115 lr:5.999999999999999e-06 gpu_resources:16769952768
Step 2 | loss:2.179379463195801 lr:5.999999999999999e-06 gpu_resources:16735610880
Step 2 | loss:1.7626714706420898 lr:5.999999999999999e-06 gpu_resources:16838855680
Step 2 | loss:1.9124011993408203 lr:5.999999999999999e-06 gpu_resources:16774040576
Step 2 | loss:2.3520243167877197 lr:5.999999999999999e-06 gpu_resources:16696100864
Step 2 | loss:2.3047292232513428 lr:5.999999999999999e-06 gpu_resources:16838855680
Step 2 | loss:1.752304196357727 lr:5.999999999999999e-06 gpu_resources:16838855680
Step 2 | loss:1.8310779333114624 lr:5.999999999999999e-06 gpu_resources:16838855680
Step 2 | loss:2.1954779624938965 lr:5.999999999999999e-06 gpu_resources:16763795456
Step 2 | loss:1.8022754192352295 lr:5.999999999999999e-06 gpu_resources:16825478144
Step 2 | loss:1.8097087144851685 lr:5.999999999999999e-06 gpu_resources:16838855680
Step 2 | loss:1.7505921125411987 lr:5.999999999999999e-06 gpu_resources:16838855680
Step 2 | loss:2.3862345218658447 lr:5.999999999999999e-06 gpu_resources:16700049408
Step 2 | loss:1.724226713180542 lr:5.999999999999999e-06 gpu_resources:16838855680
Step 2 | loss:2.1349613666534424 lr:5.999999999999999e-06 gpu_resources:16723027968
Step 2 | loss:2.1130948066711426 lr:5.999999999999999e-06 gpu_resources:16838855680
Step 2 | loss:2.537602186203003 lr:5.999999999999999e-06 gpu_resources:16590561280
Step 2 | loss:1.8392550945281982 lr:5.999999999999999e-06 gpu_resources:16838855680
Step 2 | loss:2.3124406337738037 lr:5.999999999999999e-06 gpu_resources:16741623808
Step 2 | loss:2.2548305988311768 lr:5.999999999999999e-06 gpu_resources:16835767296
Step 2 | loss:1.6873630285263062 lr:5.999999999999999e-06 gpu_resources:16838855680
Step 2 | loss:2.116577386856079 lr:5.999999999999999e-06 gpu_resources:16767900672
Step 2 | loss:2.0513110160827637 lr:5.999999999999999e-06 gpu_resources:16787188736
Step 2 | loss:2.1254234313964844 lr:5.999999999999999e-06 gpu_resources:16751345664
Step 2 | loss:1.831057071685791 lr:5.999999999999999e-06 gpu_resources:16839572480
Step 2 | loss:1.8968291282653809 lr:5.999999999999999e-06 gpu_resources:16734582784
Step 2 | loss:2.638791561126709 lr:5.999999999999999e-06 gpu_resources:16637686272
Step 2 | loss:1.7896978855133057 lr:5.999999999999999e-06 gpu_resources:16805571584
Step 2 | loss:1.8415404558181763 lr:5.999999999999999e-06 gpu_resources:16829598720
Step 2 | loss:1.8539929389953613 lr:5.999999999999999e-06 gpu_resources:16655524352
Step 2 | loss:1.8584814071655273 lr:5.999999999999999e-06 gpu_resources:16833420288
Step 2 | loss:2.09004545211792 lr:5.999999999999999e-06 gpu_resources:16781130752
Step 2 | loss:2.1708827018737793 lr:5.999999999999999e-06 gpu_resources:16718432256
Step 2 | loss:2.128058671951294 lr:5.999999999999999e-06 gpu_resources:16712456192
Step 2 | loss:2.2460880279541016 lr:5.999999999999999e-06 gpu_resources:16734582784
Step 2 | loss:1.9350311756134033 lr:5.999999999999999e-06 gpu_resources:16823491584
Step 2 | loss:1.8956736326217651 lr:5.999999999999999e-06 gpu_resources:16812465152
Step 2 | loss:2.3262171745300293 lr:5.999999999999999e-06 gpu_resources:16646488576
Step 2 | loss:1.907535433769226 lr:5.999999999999999e-06 gpu_resources:16825893888
Step 2 | loss:1.8518449068069458 lr:5.999999999999999e-06 gpu_resources:16803273728
Step 2 | loss:2.107848882675171 lr:5.999999999999999e-06 gpu_resources:16757901312
Step 2 | loss:1.7480123043060303 lr:5.999999999999999e-06 gpu_resources:16838855680
Step 2 | loss:2.238166093826294 lr:5.999999999999999e-06 gpu_resources:16720730112
Step 2 | loss:2.7199041843414307 lr:5.999999999999999e-06 gpu_resources:16727623680
Step 2 | loss:2.0536139011383057 lr:5.999999999999999e-06 gpu_resources:16814763008
Step 2 | loss:1.9602329730987549 lr:5.999999999999999e-06 gpu_resources:16831634432
Step 2 | loss:2.061249256134033 lr:5.999999999999999e-06 gpu_resources:16838855680
Step 2 | loss:2.8156447410583496 lr:5.999999999999999e-06 gpu_resources:16552205824
Step 2 | loss:2.3140456676483154 lr:5.999999999999999e-06 gpu_resources:16621289984
Step 2 | loss:2.867349147796631 lr:5.999999999999999e-06 gpu_resources:16547216896
Step 3 | loss:2.2574753761291504 lr:8.999999999999999e-06 gpu_resources:16739502080
Step 3 | loss:2.9041757583618164 lr:8.999999999999999e-06 gpu_resources:16545254912
Step 3 | loss:2.01108455657959 lr:8.999999999999999e-06 gpu_resources:16838855680
Step 3 | loss:2.0588302612304688 lr:8.999999999999999e-06 gpu_resources:16776403968
Step 3 | loss:1.759360671043396 lr:8.999999999999999e-06 gpu_resources:16838855680
Step 3 | loss:2.5384509563446045 lr:8.999999999999999e-06 gpu_resources:16666681856
Step 3 | loss:2.232245922088623 lr:8.999999999999999e-06 gpu_resources:16748664832
Step 3 | loss:1.9385018348693848 lr:8.999999999999999e-06 gpu_resources:16838855680
Step 3 | loss:2.4377052783966064 lr:8.999999999999999e-06 gpu_resources:16746317824
Step 3 | loss:2.6098105907440186 lr:8.999999999999999e-06 gpu_resources:16705595392
Step 3 | loss:2.7610745429992676 lr:8.999999999999999e-06 gpu_resources:16640229888
Step 3 | loss:1.8635904788970947 lr:8.999999999999999e-06 gpu_resources:16839742464
Step 3 | loss:2.8771071434020996 lr:8.999999999999999e-06 gpu_resources:16503875584
Step 3 | loss:1.8594779968261719 lr:8.999999999999999e-06 gpu_resources:16838855680
Step 3 | loss:2.891800880432129 lr:8.999999999999999e-06 gpu_resources:16613593600
Step 3 | loss:2.5703680515289307 lr:8.999999999999999e-06 gpu_resources:16734582784
Step 3 | loss:2.0687882900238037 lr:8.999999999999999e-06 gpu_resources:16763795456
Step 3 | loss:2.4904372692108154 lr:8.999999999999999e-06 gpu_resources:16627511808
Step 3 | loss:2.214167833328247 lr:8.999999999999999e-06 gpu_resources:16753358848
Step 3 | loss:2.561551809310913 lr:8.999999999999999e-06 gpu_resources:16725325824
Step 3 | loss:1.9622753858566284 lr:8.999999999999999e-06 gpu_resources:16784514048
Step 3 | loss:2.014967441558838 lr:8.999999999999999e-06 gpu_resources:16823491584
Step 3 | loss:1.9057949781417847 lr:8.999999999999999e-06 gpu_resources:16838855680
Step 3 | loss:2.0539889335632324 lr:8.999999999999999e-06 gpu_resources:16702347264
Step 3 | loss:2.504166603088379 lr:8.999999999999999e-06 gpu_resources:16739276800
Step 3 | loss:1.870397925376892 lr:8.999999999999999e-06 gpu_resources:16798678016
Step 3 | loss:2.237973213195801 lr:8.999999999999999e-06 gpu_resources:16732235776
Step 3 | loss:2.0932891368865967 lr:8.999999999999999e-06 gpu_resources:16697751552
Step 3 | loss:2.029503345489502 lr:8.999999999999999e-06 gpu_resources:16789142528
Step 3 | loss:1.7522574663162231 lr:8.999999999999999e-06 gpu_resources:16838855680
Step 3 | loss:1.972773790359497 lr:8.999999999999999e-06 gpu_resources:16729921536
Step 3 | loss:1.980587124824524 lr:8.999999999999999e-06 gpu_resources:16817060864
Step 3 | loss:1.90438711643219 lr:8.999999999999999e-06 gpu_resources:16741623808
Step 3 | loss:2.330495595932007 lr:8.999999999999999e-06 gpu_resources:16739276800
Step 3 | loss:2.254711866378784 lr:8.999999999999999e-06 gpu_resources:16705595392
Step 3 | loss:1.9842580556869507 lr:8.999999999999999e-06 gpu_resources:16810167296
Step 3 | loss:2.0093929767608643 lr:8.999999999999999e-06 gpu_resources:16770659328
Step 3 | loss:2.580557346343994 lr:8.999999999999999e-06 gpu_resources:16647066112
Step 3 | loss:2.1837637424468994 lr:8.999999999999999e-06 gpu_resources:16838855680
Step 3 | loss:2.8306162357330322 lr:8.999999999999999e-06 gpu_resources:16572730880
Step 3 | loss:2.2887487411499023 lr:8.999999999999999e-06 gpu_resources:16623899136
Step 3 | loss:2.7921533584594727 lr:8.999999999999999e-06 gpu_resources:16627511808
Step 3 | loss:2.1320908069610596 lr:8.999999999999999e-06 gpu_resources:16711997440
Step 3 | loss:2.0035181045532227 lr:8.999999999999999e-06 gpu_resources:16838855680
Step 3 | loss:2.154388189315796 lr:8.999999999999999e-06 gpu_resources:16761743360
Step 3 | loss:2.396662712097168 lr:8.999999999999999e-06 gpu_resources:16646070784
Step 3 | loss:1.8669145107269287 lr:8.999999999999999e-06 gpu_resources:16838855680
Step 3 | loss:2.0248160362243652 lr:8.999999999999999e-06 gpu_resources:16823491584
Step 3 | loss:2.033813714981079 lr:8.999999999999999e-06 gpu_resources:16838855680
Step 3 | loss:1.8083456754684448 lr:8.999999999999999e-06 gpu_resources:16761743360
Step 3 | loss:2.3439059257507324 lr:8.999999999999999e-06 gpu_resources:16746317824
Step 3 | loss:2.098572015762329 lr:8.999999999999999e-06 gpu_resources:16779176960
Step 3 | loss:1.9174212217330933 lr:8.999999999999999e-06 gpu_resources:16825893888
Step 3 | loss:1.840122938156128 lr:8.999999999999999e-06 gpu_resources:16823491584
Step 3 | loss:2.265899419784546 lr:8.999999999999999e-06 gpu_resources:16666681856
Step 3 | loss:2.363914966583252 lr:8.999999999999999e-06 gpu_resources:16695453696
Step 3 | loss:1.9248977899551392 lr:8.999999999999999e-06 gpu_resources:16794082304
Step 3 | loss:2.6433095932006836 lr:8.999999999999999e-06 gpu_resources:16637686272
Step 3 | loss:1.940583348274231 lr:8.999999999999999e-06 gpu_resources:16772135936
Step 3 | loss:1.9718749523162842 lr:8.999999999999999e-06 gpu_resources:16798678016
Step 3 | loss:2.6975038051605225 lr:8.999999999999999e-06 gpu_resources:16723027968
